clean_tweet),labels
crowd excit magelang peopl s parti excit thousand peopl enthusiast support ganjarmahfud coupl,positif
thousand spectat magelang peopl s parti spirit support gangarmahfud friend lose s win ganjarmahfud friend,positif
song jenisx gangarmahfud indonesian peopl answer peopl s leader gangarmahfud,positif
sea ​​peopl magelang peopl s parti danc enthusiast win gangarmahfud jenisx rememb februari friend vote ganjarmahfud,positif
disturb nt afraid thousand peopl magelang indonesia readi solidli win ganjarmahfud februari,positif
poko kulo support gangarmahfud wae proven perform sincer indonesian peopl,positif
tipex m readi smile sweetli ganjarmahfud s victori februari rememb presidenti elect rememb gangarmahfud,positif
nt sad friend s danc magelang peopl s parti februari support gangarmahfud,positif
disappoint friend gangarmahfud nt forget gangarmahfud win,positif
promis gangar mahfud carri,positif
metal thousand magelang peopl s parti spectat support gangarmahfud februari gangarmahfud dong,positif
priorit women peopl disabl,netral
problemat peopl gather problemat peopl warn khofifah,negatif
red nt februari nt forget support gangarmahfud thousand spectat magelang peopl s parti,positif
vice presidenti candid serial mahfud visit sirnamiskin islam board school bandung west java west java mahfud s arriv welcom board school s caretak achmad syaiful rizal rai syuriah pcnu bandung citi ateng muhaimin,positif
presidenti candid candid ganjar pranowo facilit nation s children excel ganjar pranowo encourag equal inclus stream,positif
care social assist bribe,positif
advanc wheel indonesian economi independ gangarmahfud coupl readi priorit develop msme cooper independ,positif
improv welfar worker provid incent explan summari,positif
provid protect welfar element societi gangarmahfud s strong vision mission welcom upcom presidenti elect explan summari,positif
step poll station februari poll station ballot ballot vote ganjarmahfud s follow procedur friend,positif
food suppli price fit pocket gangarmahfud s flagship program presid vice presid indonesia,positif
ganjarmahfud s commit provid welfar mosqu administr undeni coupl s flagship program elect presid vice presid futur,positif
gangarmahfud commit improv slum villag urban villag,positif
gangarmahfud commit care adequ life elderli,positif
gangarmahfud commit creat home genz,positif
ganjar pranowo role model inspir peac kind brighter indonesia,positif
pak gangar ahok elect presid central java,positif
mr gangar elect presid,netral
ganjar invit prabowo support balikpapan eat,positif
gangarmahfud commit realiz strong fast cheap internet s digit era,positif
gangarmahfud target job build superior economi,positif
restor worker right layoff,positif
commit improv worker welfar presidenti candid ganjar pranowo mahfud express readi increas incent,positif
ganjarmahfud prepar lot job opportun peopl indonesia step explan,positif
ganjar pranowo mahfud commit school graduat indonesia job complet educ step follow explan,positif
hope cadr facilit fulfil health commun,positif
support villag health facil program ganjarmahfud commit provid pocket money integr health post cadr region,positif
peopl nt card social assist subsidi card card s support ganjarmahfud program progress indonesian nation,positif
facilit distribut social assist commun ganjar mahfud issu flagship program magic ktp,positif
sidoarjo peopl s parti broke ten thousand enthusiast spectat support ganjarmahfud coupl,positif
ganjarmahfud disappoint indonesian peopl proven proven popular,positif
s fun nt februari s peopl s parti sidoarjo support ganjar mahfud,positif
poko confus februari choos gangarmahfud,negatif
friend approach presid vice presid support gangarmahfud,positif
gangarmahfud commit recogn customari right forest land indigen commun,positif
ganjar remind pak jokowi s messag,netral
grow economi gangarmahfud commit special financi support papua,positif
gangarmahfud strong mind develop equit economi,positif
gangarmahfud believ revit tradit market,netral
support father pranowo,positif
voic support gangarmahfud februari s enthusiast thousand peopl sidoarjo,positif
thousand sidoarjo resid readi shout victori gangarmahfud presidenti elect,positif
s danc februari nt forget support gangarmahfud thousand spectat sidoarjo peopl s parti,positif
hot s shout support gangarmahfud thousand peopl sidoarjo,positif
excit sidoarjo peopl s parti thousand peopl danc enthusiast support gangarmahfud,positif
fishermen hope gangar mahfud,positif
ganjarmahfud s promis presidenti candid debat elect adher,positif
gangar teacher prosper,positif
readi gangarmahfud magelang peopl s parti hurri regist excit event,positif
indonesia s gold,positif
residenti unit peopl indonesia readi acceler gangarmahfud,positif
indonesia maritim sector,netral
presidenti vice presidenti candid ganjar pranowo mahfud emphas prioriti develop micro busi,positif
gangarmahfud initi samti card program superior program achiev,positif
closer close closer s unit win ganjar mahfud februari rememb,positif
assalamualaikum wrwb ganjar mahfud nation prayer congreg citi salatiga surround,netral
indonesian peopl sabang merauk unit win voic ganjarmahfud indonesia prosper februari vote,positif
mtal ganjarmahfud s total win indonesian peopl februari nt forget vote ganjar pranowo mahfud,positif
februari day love choic nt forget vote ganjar mahfud s partner,positif
ganjar pranowo mahfud demonstr sign languag enter presidenti candid debat stage,netral
vote mahfud s reward erad corrupt indonesia,positif
peopl peopl gangarmahfud leader indonesian peopl februari choos,netral
peopl s mandat sacr mandat start era indonesia left,negatif
presidenti candid pair ganjar pranowo mahfud promot program build health facil villag provid equal right peopl access health care,positif
gangarmahfud commit middl incom trap,negatif
gangarmahfud commit increas umkm growth,positif
gangarmahfud commit prepar million job,positif
gangarmahfud commit set golden indonesia,positif
gangarmahfud commit doubl villag fund villag upgrad,positif
ganjar remind prabowo subianto digit trace lost final presidenti candid debat,positif
ibn s testimoni ganjar,netral
ganjar pranowo mahfud emphas commit bring meaning chang welfar justic indonesian peopl presidenti candid debat,positif
ganjar pranowo reveal target solut address ukt cost access educ,positif
ganjar pranowo emphas commit equal internet access indonesia,positif
presidenti candid gangar pranowo admit prepar debat presidenti candid sunday,positif
wese drun stand pee pant drone m die understand,netral
affa anies unfol pregnant jisoo nepo babi bali luka enemb bukittinggi pledi mcdonald kpop doyoung jogja,negatif
cool statement ganjar master presidenti elect debat geopolit,positif
presidenti candid debat warm support wife children pranowo strength moment emphas commit realiz good indonesia highlight essenc time s goal,positif
sat set sat set asset confisc person yesterday s presidenti candid debat talk asset confisc regul bettyul sii asset confisc erad corrupt hmm moment,positif
activist support reward elect war command thursday wib,positif
presidenti debat reward winner tag rosalia indah bekasi blunder bem ui cctv zulha,positif
day enter psi ketum wow method,positif
highli anticip program,netral
wow mr gangar s matter reput nt lie puppet,positif
guess parodi download play store app store,positif
loss ganjar banner banten surpris remov strike highlight uneth natur polit contest,negatif
reward strong dedic leader prove leadership qualiti real action fast perform,positif
mr atikoh busi time gbk night s bodi healthi heart healthi,positif
s saturday night excit s dinner event ganjar,positif
differ photo,netral
nt choos nt choos s choos set,positif
m bye,positif
readi crush nt notif rememb busi hahaha,positif
fashion local msme product creat nation s children,positif
natur birthday surpris nurul huda islam board school bekasi happi atmospher simpl special sholawat,positif
confus statement leader s respons solut scapegoat sky,negatif
place nation parti polit,positif
agre yesterday s debat call play safe watch debat score metrotvnew youtub channel link,positif
presidenti elect debat chatter dawn,positif
presidenti debat ganjar featur word job time special focu access job peopl,positif
presidenti candid candid prabowo subianto consid target shoot competitor debat jakarta kpu yard tuesday,positif
highlight debat perindo ganjar parti explain vision mission law enforc human right,positif
perindo parti highlight presidenti debat clearest reward law enforc human right,positif
Anies baswedan ganjar pranowo s appear inaugur debat indonesian kpu build tuesday night unifi attack prabowo subianto complet strategi,negatif
reward mahfud superior indonesia gacoan dana molli batter view olivia surabaya earthquak jungkook come,positif
presidenti debat held firsttim voter aka peopl answer gimmick,positif
s lord reward presid republ indonesia,positif
satset tast,netral
ganjar mahfud s vision mission,positif
continu consist bismillah presid,netral
ganjar cool salut,positif
choic presidenti elect,netral
choos reward dialogu overbear qualiti,positif
mean pranowo s reward smile expert,positif
choos offer special program islam board school,positif
